Town,Price,Amount of Rooms,Surface Area,Floor/Floors,Type,Sale/Rent
Tallinn,"175 000 € 3 986 €/m²
Kuumakse 806 €",2,43.9 m²,2/4,Apartment,For Sale
,"20 590 € 266 €/m²
Kuumakse 95 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"128 000 € 2 184 €/m²
Kuumakse 590 €",3,58.6 m²,4/5,Apartment,For Sale
Tallinn,"498 900 € 5 399 €/m²
Kuumakse 2 298 €",4,92.4 m²,1/3,Apartment,For Sale
Tallinn,"272 400 € 5 747 €/m²
Kuumakse 1 255 €",2,47.4 m²,4/6,Apartment,For Sale
Tartu,"171 000 € 2 140 €/m²
Kuumakse 788 €",3,79.9 m²,1/3,Apartment,For Sale
Narva,"40 000 € 624 €/m²
Kuumakse 184 €",3,64.1 m²,6/9,Apartment,For Sale
Tallinn,"284 000 € 5 820 €/m²
Kuumakse 1 308 €",2,48.8 m²,4/5,Apartment,For Sale
Tartu,"285 000 € 3 000 €/m²
Kuumakse 1 313 €",3,95 m²,3/4,Apartment,For Sale
Tallinn,"220 000 € 3 487 €/m²
Kuumakse 1 013 €",2,63.1 m²,1/5,Apartment,For Sale
Tallinn,"89 900 € 1 881 €/m²
Kuumakse 414 €",2,47.8 m²,5/5,Apartment,For Sale
Tartu,"79 000 € 1 863 €/m²
Kuumakse 364 €",2,42.4 m²,4/5,Apartment,For Sale
,"79 000 € 1 274 €/m²
Kuumakse 364 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"132 500 € 3 701 €/m²
Kuumakse 610 €",2,35.8 m²,2/6,Apartment,For Sale
Tallinn,"255 990 € 4 116 €/m²
Kuumakse 1 179 €",3,62.2 m²,3/8,Apartment,For Sale
,"83 500 € 1 898 €/m²
Kuumakse 385 €",N/A,N/A,N/A,Apartment,For Sale
Viljandi,"61 900 € 938 €/m²
Kuumakse 285 €",3,66 m²,5/5,Apartment,For Sale
Pärnu,"159 900 € 2 876 €/m²
Kuumakse 736 €",2,55.6 m²,3/6,Apartment,For Sale
Põlva,"16 000 € 364 €/m²
Vaatan kuumakset",2,43.9 m²,2/2,Apartment,For Sale
Narva,"125 000 € 7 576 €/m²
Kuumakse 576 €",1,16.5 m²,3/6,Apartment,For Sale
Tartu,"249 000 € 4 055 €/m²
Kuumakse 1 147 €",2,61.4 m²,2/3,Apartment,For Sale
,"155 000 € 1 224 €/m²
Kuumakse 714 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"117 900 € 2 387 €/m²
Kuumakse 543 €",3,49.4 m²,9/9,Apartment,For Sale
Tallinn,"129 000 € 3 404 €/m²
Kuumakse 594 €",2,37.9 m²,2/2,Apartment,For Sale
,"67 000 € 1 667 €/m²
Kuumakse 309 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"269 000 € 4 590 €/m²
Kuumakse 1 239 €",2,58.6 m²,3/4,Apartment,For Sale
Viljandi,"229 200 € 4 100 €/m²
Kuumakse 1 056 €",1,55.9 m²,3/3,Apartment,For Sale
Tallinn,"129 900 € 6 561 €/m²
Kuumakse 598 €",1,19.8 m²,2/3,Apartment,For Sale
Tallinn,"240 900 € 5 450 €/m²
Kuumakse 1 110 €",2,44.2 m²,2/8,Apartment,For Sale
Narva,"55 200 € 834 €/m²
Kuumakse 254 €",3,66.2 m²,8/9,Apartment,For Sale
,"30 900 € 966 €/m²
Kuumakse 142 €",N/A,N/A,N/A,Apartment,For Sale
,"182 600 € 3 935 €/m²
Kuumakse 841 €",N/A,N/A,N/A,Apartment,For Sale
Pärnu,"270 000 € 5 284 €/m²
Kuumakse 1 244 €",2,51.1 m²,5/5,Apartment,For Sale
Tallinn,"249 000 € 3 640 €/m²
Kuumakse 1 147 €",3,68.4 m²,4/6,Apartment,For Sale
Tapa,"32 000 € 528 €/m²
Kuumakse 147 €",3,60.6 m²,2/5,Apartment,For Sale
Tallinn,"430 000 € 5 238 €/m²
Kuumakse 1 980 €",4,82.1 m²,3/6,Apartment,For Sale
,"140 000 € 2 314 €/m²
Kuumakse 645 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"205 000 € 3 616 €/m²
Kuumakse 944 €",2,56.7 m²,5/6,Apartment,For Sale
Viljandi,"22 900 € 432 €/m²
Kuumakse 105 €",2,53 m²,5/5,Apartment,For Sale
Tallinn,"70 000 € 2 188 €/m²
Kuumakse 322 €",1,32 m²,N/A,Apartment,For Sale
Tallinn,"300 000 € 4 800 €/m²
Kuumakse 1 382 €",2,62.5 m²,5/5,Apartment,For Sale
Tallinn,"434 970 € 3 308 €/m²
Kuumakse 2 003 €",5,131.5 m²,3/7,Apartment,For Sale
Tallinn,"350 000 € 5 124 €/m²
Kuumakse 1 612 €",3,68.3 m²,3/4,Apartment,For Sale
Tartu,"89 900 € 1 954 €/m²
Kuumakse 414 €",2,46 m²,2/5,Apartment,For Sale
,"331 000 € 3 617 €/m²
Kuumakse 1 524 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"700 000 € 7 056 €/m²
Kuumakse 3 224 €",4,99.2 m²,2/5,Apartment,For Sale
Narva,"29 000 € 727 €/m²
Kuumakse 134 €",2,39.9 m²,4/4,Apartment,For Sale
Tallinn,"175 000 € 3 136 €/m²
Kuumakse 806 €",2,55.8 m²,5/5,Apartment,For Sale
Tallinn,"231 000 € 3 516 €/m²
Kuumakse 1 064 €",3,65.7 m²,3/12,Apartment,For Sale
Tallinn,"295 000 € 6 925 €/m²
Kuumakse 1 359 €",2,42.6 m²,4/5,Apartment,For Sale
Tallinn,"199 000 € 2 287 €/m²
Kuumakse 917 €",3,87 m²,1/2,Apartment,For Sale
,"62 900 € 1 549 €/m²
Kuumakse 290 €",N/A,N/A,N/A,Apartment,For Sale
,"54 900 € 1 920 €/m²
Kuumakse 253 €",N/A,N/A,N/A,Apartment,For Sale
Rakvere,"13 000 € 358 €/m²
Vaatan kuumakset",2,36.3 m²,5/5,Apartment,For Sale
Tallinn,"304 900 € 3 311 €/m²
Kuumakse 1 404 €",4,92.1 m²,3/3,Apartment,For Sale
Tartu,"209 990 € 1 930 €/m²
Kuumakse 967 €",4,108.8 m²,N/A,Apartment,For Sale
,"15 000 € 319 €/m²
Vaatan kuumakset",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"305 000 € 4 345 €/m²
Kuumakse 1 405 €",3,70.2 m²,2/4,Apartment,For Sale
Tallinn,"430 000 € 4 287 €/m²
Kuumakse 1 980 €",4,100.3 m²,1/2,Apartment,For Sale
Tallinn,"120 000 € 1 653 €/m²
Kuumakse 553 €",3,72.6 m²,1/2,Apartment,For Sale
Pärnu,"273 000 € 4 798 €/m²
Kuumakse 1 257 €",3,56.9 m²,1/3,Apartment,For Sale
Tallinn,"199 900 € 4 737 €/m²
Kuumakse 921 €",2,42.2 m²,1/2,Apartment,For Sale
Tallinn,"89 900 € 1 486 €/m²
Kuumakse 414 €",3,60.5 m²,1/5,Apartment,For Sale
,"59 500 € 1 983 €/m²
Kuumakse 274 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"145 000 € 2 354 €/m²
Kuumakse 668 €",3,61.6 m²,5/5,Apartment,For Sale
Tallinn,"239 000 € 3 905 €/m²
Kuumakse 1 101 €",3,61.2 m²,1/4,Apartment,For Sale
Tallinn,"590 000 € 6 283 €/m²
Kuumakse 2 717 €",3,93.9 m²,8/8,Apartment,For Sale
Tallinn,"162 000 € 2 372 €/m²
Kuumakse 746 €",3,68.3 m²,1/3,Apartment,For Sale
Pärnu,"239 200 € 3 630 €/m²
Kuumakse 1 102 €",3,65.9 m²,2/3,Apartment,For Sale
,"194 900 € 3 670 €/m²
Kuumakse 898 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"196 990 € 4 635 €/m²
Kuumakse 907 €",2,42.5 m²,3/4,Apartment,For Sale
,"16 000 € 284 €/m²
Vaatan kuumakset",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"59 900 € 2 852 €/m²
Kuumakse 276 €",1,21 m²,2/4,Apartment,For Sale
Tallinn,"359 900 € 6 868 €/m²
Kuumakse 1 658 €",2,52.4 m²,2/5,Apartment,For Sale
Viljandi,"199 000 € 3 328 €/m²
Kuumakse 917 €",3,59.8 m²,2/3,Apartment,For Sale
,"82 500 € 2 089 €/m²
Kuumakse 380 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"108 000 € 2 438 €/m²
Kuumakse 497 €",2,44.3 m²,3/5,Apartment,For Sale
Narva,"169 000 € 3 189 €/m²
Kuumakse 778 €",3,53 m²,5/8,Apartment,For Sale
Narva,"63 900 € 1 013 €/m²
Kuumakse 294 €",3,63.1 m²,3/9,Apartment,For Sale
,"98 000 € 1 860 €/m²
Kuumakse 451 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"113 990 € 1 454 €/m²
Kuumakse 525 €",4,78.4 m²,4/5,Apartment,For Sale
Tallinn,"44 900 € 3 973 €/m²
Kuumakse 207 €",1,11.3 m²,5/5,Apartment,For Sale
,"52 000 € 659 €/m²
Kuumakse 239 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"84 900 € 2 588 €/m²
Kuumakse 391 €",1,32.8 m²,4/5,Apartment,For Sale
Tallinn,"159 900 € 1 972 €/m²
Kuumakse 736 €",3,81.1 m²,2/2,Apartment,For Sale
Tartu,"89 000 € 1 798 €/m²
Kuumakse 410 €",3,49.5 m²,1/2,Apartment,For Sale
Tallinn,"205 000 € 4 607 €/m²
Kuumakse 944 €",2,44.5 m²,2/4,Apartment,For Sale
Tallinn,"939 000 € 7 251 €/m²
Kuumakse 4 325 €",4,129.5 m²,4/6,Apartment,For Sale
,"249 900 € 3 081 €/m²
Kuumakse 1 151 €",N/A,N/A,N/A,Apartment,For Sale
,"210 000 € 3 158 €/m²
Kuumakse 967 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"259 000 € 2 695 €/m²
Kuumakse 1 193 €",2,96.1 m²,1/3,Apartment,For Sale
,"129 900 € 1 983 €/m²
Kuumakse 598 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"576 000 € 4 877 €/m²
Kuumakse 2 653 €",4,118.1 m²,1/5,Apartment,For Sale
Tallinn,"140 000 € 2 105 €/m²
Kuumakse 645 €",3,66.5 m²,6/9,Apartment,For Sale
Paide,"26 600 € 331 €/m²
Kuumakse 123 €",4,80.4 m²,3/3,Apartment,For Sale
Tapa,"47 000 € 880 €/m²
Kuumakse 216 €",2,53.4 m²,1/2,Apartment,For Sale
Tallinn,"142 000 € 2 379 €/m²
Kuumakse 654 €",3,59.7 m²,9/9,Apartment,For Sale
Tartu,"125 000 € 3 272 €/m²
Kuumakse 576 €",2,38.2 m²,2/3,Apartment,For Sale
Tallinn,"Uus hind
280 000 € 4 714 €/m²
Kuumakse 1 290 €
285 000 €",3,59.4 m²,2/3,Apartment,For Sale
Pärnu,"195 000 € 3 433 €/m²
Kuumakse 898 €",3,56.8 m²,1/3,Apartment,For Sale
Pärnu,"195 000 € 3 433 €/m²
Kuumakse 898 €",3,56.8 m²,1/3,Apartment,For Sale
Haapsalu,"50 000 € 1 250 €/m²
Kuumakse 230 €",2,40 m²,4/5,Apartment,For Sale
Pärnu,"150 000 € 4 601 €/m²
Kuumakse 691 €",1,32.6 m²,3/4,Apartment,For Sale
Tartu,"78 000 € 1 827 €/m²
Kuumakse 359 €",2,42.7 m²,2/3,Apartment,For Sale
,"295 900 € 3 213 €/m²
Kuumakse 1 363 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"467 600 € 3 500 €/m²
Kuumakse 2 154 €",3,133.6 m²,4/14,Apartment,For Sale
Tallinn,"339 900 € 4 526 €/m²
Kuumakse 1 565 €",4,75.1 m²,5/6,Apartment,For Sale
Tallinn,"90 000 € 1 698 €/m²
Kuumakse 415 €",2,53 m²,5/5,Apartment,For Sale
Pärnu,"169 000 € 2 489 €/m²
Kuumakse 778 €",2,67.9 m²,4/10,Apartment,For Sale
Tallinn,"124 900 € 4 122 €/m²
Kuumakse 575 €",2,30.3 m²,4/5,Apartment,For Sale
Tallinn,"1 700 000 € 10 766 €/m²
Kuumakse 7 830 €",5,157.9 m²,8/8,Apartment,For Sale
Tallinn,"494 000 € 3 984 €/m²
Kuumakse 2 275 €",4,124 m²,8/8,Apartment,For Sale
Tallinn,"799 000 € 5 413 €/m²
Kuumakse 3 680 €",5,147.6 m²,4/4,Apartment,For Sale
Tallinn,"159 000 € 3 180 €/m²
Kuumakse 732 €",3,50 m²,2/4,Apartment,For Sale
,"69 000 € 1 146 €/m²
Kuumakse 318 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"135 900 € 2 802 €/m²
Kuumakse 626 €",3,48.5 m²,2/5,Apartment,For Sale
Tallinn,"182 400 € 4 322 €/m²
Kuumakse 840 €",2,42.2 m²,5/5,Apartment,For Sale
Pärnu,"154 900 € 3 254 €/m²
Kuumakse 713 €",2,47.6 m²,3/3,Apartment,For Sale
Tallinn,"122 000 € 2 430 €/m²
Kuumakse 562 €",2,50.2 m²,2/9,Apartment,For Sale
Narva,"80 000 € 1 677 €/m²
Kuumakse 368 €",2,47.7 m²,1/3,Apartment,For Sale
,"36 998 € 629 €/m²
Kuumakse 170 €",N/A,N/A,N/A,Apartment,For Sale
Narva,"214 200 € 6 000 €/m²
Kuumakse 987 €",1,35.7 m²,2/7,Apartment,For Sale
Tallinn,"114 000 € 2 651 €/m²
Kuumakse 525 €",2,43 m²,3/4,Apartment,For Sale
Pärnu,"128 000 € 3 232 €/m²
Kuumakse 590 €",1,39.6 m²,2/3,Apartment,For Sale
Pärnu,"305 000 € 4 195 €/m²
Kuumakse 1 405 €",3,72.7 m²,1/2,Apartment,For Sale
Tartu,"52 800 € 1 347 €/m²
Kuumakse 243 €",2,39.2 m²,3/3,Apartment,For Sale
Tallinn,"104 000 € 2 105 €/m²
Kuumakse 479 €",2,49.4 m²,9/9,Apartment,For Sale
Tallinn,"300 000 € 3 501 €/m²
Kuumakse 1 382 €",4,85.7 m²,3/4,Apartment,For Sale
Tallinn,"73 000 € 2 425 €/m²
Kuumakse 336 €",1,30.1 m²,5/2,Apartment,For Sale
Pärnu,"49 000 € 992 €/m²
Kuumakse 226 €",2,49.4 m²,1/3,Apartment,For Sale
,"10 900 € 226 €/m²
Vaatan kuumakset",N/A,N/A,N/A,Apartment,For Sale
Pärnu,"89 000 € 1 636 €/m²
Kuumakse 410 €",2,54.4 m²,1/2,Apartment,For Sale
Tallinn,"590 000 € 12 115 €/m²
Kuumakse 2 717 €",3,48.7 m²,5/6,Apartment,For Sale
Pärnu,"79 000 € 1 531 €/m²
Kuumakse 364 €",2,51.6 m²,2/3,Apartment,For Sale
,"239 000 € 2 656 €/m²
Kuumakse 1 101 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"104 900 € 3 787 €/m²
Kuumakse 483 €",2,27.7 m²,1/4,Apartment,For Sale
Tallinn,"28 000 € 2 240 €/m²
Kuumakse 129 €",1,12.5 m²,4/4,Apartment,For Sale
Tallinn,"116 900 € 2 118 €/m²
Kuumakse 538 €",2,55.2 m²,5/14,Apartment,For Sale
,"27 900 € 582 €/m²
Kuumakse 128 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"179 900 € 3 911 €/m²
Kuumakse 829 €",3,46 m²,2/3,Apartment,For Sale
Tartu,"119 900 € 1 649 €/m²
Kuumakse 552 €",3,72.7 m²,3/5,Apartment,For Sale
Pärnu,"171 500 € 2 567 €/m²
Kuumakse 790 €",3,66.8 m²,3/6,Apartment,For Sale
Tartu,"54 900 € 725 €/m²
Kuumakse 253 €",4,75.7 m²,4/5,Apartment,For Sale
Tallinn,"122 000 € 2 460 €/m²
Kuumakse 562 €",2,49.6 m²,6/9,Apartment,For Sale
Tallinn,"65 000 € 3 155 €/m²
Kuumakse 299 €",1,20.6 m²,1/2,Apartment,For Sale
,"15 990 € 331 €/m²
Vaatan kuumakset",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"115 000 € 4 107 €/m²
Kuumakse 530 €",2,28 m²,3/9,Apartment,For Sale
Tallinn,"229 000 € 3 529 €/m²
Kuumakse 1 055 €",3,64.9 m²,2/5,Apartment,For Sale
Tallinn,"305 900 € 3 261 €/m²
Kuumakse 1 409 €",4,93.8 m²,3/3,Apartment,For Sale
Tartu,"109 000 € 2 809 €/m²
Kuumakse 502 €",2,38.8 m²,1/3,Apartment,For Sale
Tallinn,"206 500 € 4 559 €/m²
Kuumakse 951 €",2,45.3 m²,1/2,Apartment,For Sale
Tallinn,"449 900 € 5 237 €/m²
Kuumakse 2 072 €",3,85.9 m²,1/6,Apartment,For Sale
Tallinn,"174 900 € 4 030 €/m²
Kuumakse 806 €",2,43.4 m²,2/4,Apartment,For Sale
Tallinn,"83 000 € 2 546 €/m²
Kuumakse 382 €",1,32.6 m²,4/9,Apartment,For Sale
,"52 000 € 765 €/m²
Kuumakse 239 €",N/A,N/A,N/A,Apartment,For Sale
,"35 000 € 611 €/m²
Kuumakse 161 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"198 000 € 3 094 €/m²
Kuumakse 912 €",3,64 m²,10/12,Apartment,For Sale
Tartu,"223 000 € 5 689 €/m²
Kuumakse 1 027 €",2,39.2 m²,2/2,Apartment,For Sale
Tallinn,"99 900 € 3 055 €/m²
Kuumakse 460 €",1,32.7 m²,N/A,Apartment,For Sale
Tallinn,"125 000 € 2 500 €/m²
Kuumakse 576 €",2,50 m²,7/9,Apartment,For Sale
Tallinn,"87 000 € 2 919 €/m²
Kuumakse 401 €",1,29.8 m²,4/5,Apartment,For Sale
Tallinn,"147 600 € 6 000 €/m²
Kuumakse 680 €",1,24.6 m²,4/5,Apartment,For Sale
,"23 900 € 482 €/m²
Kuumakse 110 €",N/A,N/A,N/A,Apartment,For Sale
Narva,"199 900 € 2 441 €/m²
Kuumakse 921 €",3,81.9 m²,2/3,Apartment,For Sale
Rakvere,"55 000 € 1 078 €/m²
Kuumakse 253 €",2,51 m²,2/3,Apartment,For Sale
,"30 000 € 783 €/m²
Kuumakse 138 €",N/A,N/A,N/A,Apartment,For Sale
,"129 000 € 2 028 €/m²
Kuumakse 594 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"329 000 € 4 667 €/m²
Kuumakse 1 515 €",3,70.5 m²,1/4,Apartment,For Sale
Tartu,"82 900 € 2 164 €/m²
Kuumakse 382 €",1,38.3 m²,1/2,Apartment,For Sale
Pärnu,"139 000 € 2 579 €/m²
Kuumakse 640 €",2,53.9 m²,8/8,Apartment,For Sale
Tallinn,"89 900 € 1 950 €/m²
Kuumakse 414 €",2,46.1 m²,3/5,Apartment,For Sale
Viljandi,"239 000 € 2 537 €/m²
Kuumakse 1 101 €",3,94.2 m²,2/3,Apartment,For Sale
Tallinn,"159 000 € 4 251 €/m²
Kuumakse 732 €",1,37.4 m²,N/A,Apartment,For Sale
,"129 900 € 2 718 €/m²
Kuumakse 598 €",N/A,N/A,N/A,Apartment,For Sale
,"46 000 € 735 €/m²
Kuumakse 212 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"110 000 € 2 997 €/m²
Kuumakse 507 €",1,36.7 m²,2/5,Apartment,For Sale
,"35 000 € 734 €/m²
Kuumakse 161 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"126 000 € 2 515 €/m²
Kuumakse 580 €",3,50.1 m²,2/2,Apartment,For Sale
Tallinn,"222 000 € 4 503 €/m²
Kuumakse 1 022 €",2,49.3 m²,8/8,Apartment,For Sale
Pärnu,"245 000 € 2 669 €/m²
Kuumakse 1 128 €",3,91.8 m²,5/6,Apartment,For Sale
,"67 500 € 1 015 €/m²
Kuumakse 311 €",N/A,N/A,N/A,Apartment,For Sale
Tapa,"46 500 € 996 €/m²
Kuumakse 214 €",2,46.7 m²,N/A,Apartment,For Sale
,"219 900 € 4 072 €/m²
Kuumakse 1 013 €",N/A,N/A,N/A,Apartment,For Sale
,"10 500 € 216 €/m²
Vaatan kuumakset",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"239 900 € 3 640 €/m²
Kuumakse 1 105 €",3,65.9 m²,6/8,Apartment,For Sale
Tallinn,"369 000 € 5 371 €/m²
Kuumakse 1 699 €",3,68.7 m²,2/4,Apartment,For Sale
Tallinn,"299 500 € 6 822 €/m²
Kuumakse 1 379 €",2,43.9 m²,6/6,Apartment,For Sale
Tallinn,"139 900 € 1 758 €/m²
Kuumakse 644 €",4,79.6 m²,1/9,Apartment,For Sale
Pärnu,"Uus hind
328 000 € 3 471 €/m²
Kuumakse 1 511 €
338 000 €",4,94.5 m²,8/8,Apartment,For Sale
,"24 900 € 505 €/m²
Kuumakse 115 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"239 900 € 1 853 €/m²
Kuumakse 1 105 €",5,129.5 m²,3/3,Apartment,For Sale
Pärnu,"390 000 € 3 955 €/m²
Kuumakse 1 796 €",4,98.6 m²,2/2,Apartment,For Sale
Tallinn,"121 000 € 3 903 €/m²
Kuumakse 557 €",2,31 m²,1/3,Apartment,For Sale
Tallinn,"121 000 € 3 903 €/m²
Kuumakse 557 €",2,31 m²,1/3,Apartment,For Sale
Tallinn,"139 950 € 4 178 €/m²
Kuumakse 644 €",2,33.5 m²,3/6,Apartment,For Sale
Pärnu,"155 000 € 3 125 €/m²
Kuumakse 714 €",2,49.6 m²,1/3,Apartment,For Sale
Narva,"24 900 € 519 €/m²
Kuumakse 115 €",2,48 m²,4/5,Apartment,For Sale
Pärnu,"412 500 € 4 970 €/m²
Kuumakse 1 900 €",3,83 m²,2/7,Apartment,For Sale
Tallinn,"168 000 € 3 360 €/m²
Kuumakse 774 €",2,50 m²,1/5,Apartment,For Sale
Tallinn,"230 990 € 4 485 €/m²
Kuumakse 1 064 €",3,51.5 m²,4/9,Apartment,For Sale
Tallinn,"169 990 € 3 953 €/m²
Kuumakse 783 €",2,43 m²,5/5,Apartment,For Sale
Tallinn,"198 900 € 4 391 €/m²
Kuumakse 916 €",2,45.3 m²,5/6,Apartment,For Sale
,"191 600 € 3 458 €/m²
Kuumakse 882 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"121 000 € 3 315 €/m²
Kuumakse 557 €",2,36.5 m²,7/12,Apartment,For Sale
Tallinn,"134 000 € 2 058 €/m²
Kuumakse 617 €",3,65.1 m²,1/16,Apartment,For Sale
Narva,"21 000 € 530 €/m²
Kuumakse 97 €",2,39.6 m²,4/5,Apartment,For Sale
Tallinn,"163 000 € 2 444 €/m²
Kuumakse 751 €",3,66.7 m²,2/5,Apartment,For Sale
Tartu,"99 000 € 3 113 €/m²
Kuumakse 456 €",1,31.8 m²,3/3,Apartment,For Sale
,"899 900 € 8 203 €/m²
Kuumakse 4 145 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"699 000 € 5 419 €/m²
Kuumakse 3 219 €",4,129 m²,5/5,Apartment,For Sale
Pärnu,"45 000 € 2 432 €/m²
Kuumakse 207 €",1,18.5 m²,1/2,Apartment,For Sale
Tallinn,"297 000 € 3 685 €/m²
Kuumakse 1 368 €",4,80.6 m²,1/2,Apartment,For Sale
Narva,"55 000 € 1 122 €/m²
Kuumakse 253 €",2,49 m²,N/A,Apartment,For Sale
Tallinn,"221 300 € 3 910 €/m²
Kuumakse 1 019 €",3,56.6 m²,12/14,Apartment,For Sale
Tallinn,"132 000 € 1 976 €/m²
Kuumakse 608 €",3,66.8 m²,4/5,Apartment,For Sale
Tallinn,"213 900 € 3 212 €/m²
Kuumakse 985 €",3,66.6 m²,1/4,Apartment,For Sale
Pärnu,"240 000 € 4 678 €/m²
Kuumakse 1 105 €",2,51.3 m²,3/5,Apartment,For Sale
Tallinn,"65 000 € 1 982 €/m²
Kuumakse 299 €",1,32.8 m²,5/5,Apartment,For Sale
Pärnu,"60 000 € 1 739 €/m²
Kuumakse 276 €",1,34.5 m²,-1/6,Apartment,For Sale
Tallinn,"87 000 € 2 652 €/m²
Kuumakse 401 €",1,32.8 m²,5/9,Apartment,For Sale
,"43 000 € 643 €/m²
Kuumakse 198 €",N/A,N/A,N/A,Apartment,For Sale
,"Uus hind
43 000 € 544 €/m²
Kuumakse 198 €
45 999 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"87 000 € 2 014 €/m²
Kuumakse 401 €",2,43.2 m²,3/9,Apartment,For Sale
Tartu,"270 180 € 2 465 €/m²
Kuumakse 1 244 €",5,109.6 m²,3/5,Apartment,For Sale
Tallinn,"85 900 € 2 225 €/m²
Kuumakse 396 €",2,38.6 m²,4/4,Apartment,For Sale
Tallinn,"249 000 € 4 921 €/m²
Kuumakse 1 147 €",2,50.6 m²,3/3,Apartment,For Sale
Tallinn,"239 000 € 3 621 €/m²
Kuumakse 1 101 €",3,66 m²,4/4,Apartment,For Sale
Pärnu,"370 000 € 3 899 €/m²
Kuumakse 1 704 €",4,94.9 m²,2/2,Apartment,For Sale
,"178 000 € 2 834 €/m²
Kuumakse 820 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"121 900 € 2 028 €/m²
Kuumakse 561 €",4,60.1 m²,1/5,Apartment,For Sale
Tallinn,"121 900 € 2 028 €/m²
Kuumakse 561 €",4,60.1 m²,1/5,Apartment,For Sale
Tartu,"82 500 € 1 801 €/m²
Kuumakse 380 €",2,45.8 m²,3/5,Apartment,For Sale
Tallinn,"85 000 € 2 833 €/m²
Kuumakse 391 €",1,30 m²,3/5,Apartment,For Sale
Pärnu,"208 500 € 4 308 €/m²
Kuumakse 960 €",2,48.4 m²,1/3,Apartment,For Sale
Tartu,"179 870 € 3 534 €/m²
Kuumakse 828 €",2,50.9 m²,N/A,Apartment,For Sale
,"59 900 € 945 €/m²
Kuumakse 276 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"459 000 € 5 400 €/m²
Kuumakse 2 114 €",3,85 m²,2/5,Apartment,For Sale
Tallinn,"81 000 € 2 238 €/m²
Kuumakse 373 €",1,36.2 m²,7/12,Apartment,For Sale
,"15 400 € 351 €/m²
Vaatan kuumakset",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"219 000 € 3 699 €/m²
Kuumakse 1 009 €",3,59.2 m²,3/4,Apartment,For Sale
Narva,"25 000 € 539 €/m²
Kuumakse 115 €",2,46.4 m²,5/5,Apartment,For Sale
Tallinn,"103 990 € 3 180 €/m²
Kuumakse 479 €",2,32.7 m²,6/9,Apartment,For Sale
Tallinn,"395 000 € 5 288 €/m²
Kuumakse 1 819 €",3,74.7 m²,3/3,Apartment,For Sale
,"228 500 € 3 410 €/m²
Kuumakse 1 052 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"189 900 € 2 525 €/m²
Kuumakse 875 €",3,75.2 m²,1/3,Apartment,For Sale
,"21 000 € 277 €/m²
Kuumakse 97 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"35 000 € 3 043 €/m²
Kuumakse 161 €",1,11.5 m²,1/5,Apartment,For Sale
Võru,"64 000 € 797 €/m²
Kuumakse 295 €",2,80.3 m²,1/1,Apartment,For Sale
Tallinn,"116 500 € 1 806 €/m²
Kuumakse 537 €",3,64.5 m²,6/9,Apartment,For Sale
Võru,"137 000 € 1 730 €/m²
Kuumakse 631 €",4,79.2 m²,2/9,Apartment,For Sale
Pärnu,"22 500 €
Kuumakse 104 €",2,N/A,N/A,Apartment,For Sale
Tallinn,"186 500 € 3 210 €/m²
Kuumakse 859 €",3,58.1 m²,3/8,Apartment,For Sale
,"89 000 € 1 813 €/m²
Kuumakse 410 €",N/A,N/A,N/A,Apartment,For Sale
,"14 500 € 309 €/m²
Vaatan kuumakset",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"239 900 € 4 136 €/m²
Kuumakse 1 105 €",2,58 m²,2/6,Apartment,For Sale
